row_number,year,manufacturer,condition,cylinders,fuel,odometer,transmission,type,paint_color,F1,F2,F3,F4
735,2004.0,subaru,good,6 cylinders,gas,190000.0,automatic,sedan,white,1032,2.193937795273412,0.0120119295436017,a
736,2017.0,ford,excellent,8 cylinders,gas,43187.0,automatic,pickup,white,20487,2.551789861739133,0.1582385767722505,c
737,2017.0,ford,excellent,4 cylinders,gas,54900.0,automatic,SUV,silver,892,2.418305558712813,0.0403718736793496,a
738,2015.0,ford,excellent,4 cylinders,gas,66000.0,automatic,sedan,silver,243,2.4629616479299603,0.0575596907505728,a
739,2015.0,subaru,good,4 cylinders,gas,52000.0,manual,sedan,black,266,2.3109854418915523,0.0570607057427063,c
740,2014.0,ford,excellent,6 cylinders,gas,140145.0,automatic,pickup,red,9287,2.2935231796463795,0.1708191299240221,b
741,2017.0,ford,excellent,6 cylinders,gas,39584.0,automatic,SUV,blue,5193,2.290319040280198,0.3222755013386048,c
742,2010.0,subaru,good,4 cylinders,gas,100000.0,automatic,sedan,blue,1108,2.096606189505052,0.2211922953800781,a
743,2011.0,ford,good,6 cylinders,gas,145000.0,automatic,sedan,black,582,2.2179488221670685,0.0508093915737711,a
744,2014.0,ford,excellent,4 cylinders,gas,62200.0,automatic,sedan,white,1744,2.2677204679360536,0.0813308698758999,b
745,2010.0,ford,excellent,6 cylinders,gas,116213.0,automatic,SUV,white,5252,2.3741058346770827,-0.0621086591666355,b
746,2005.0,ford,good,4 cylinders,gas,96000.0,automatic,sedan,black,562,2.120331395534877,-0.1377963285388432,c
747,2020.0,ford,like new,4 cylinders,gas,693.0,automatic,truck,white,398,2.4745744085528414,0.1447300718890782,a
748,1966.0,ford,excellent,8 cylinders,gas,75000.0,automatic,truck,white,286,1.1993397814161406,0.1923165565388465,b
749,2017.0,ford,excellent,6 cylinders,gas,84000.0,automatic,pickup,white,2082,2.217036845408694,-0.0123885222040217,c
750,2014.0,ford,excellent,8 cylinders,gas,132243.0,automatic,truck,blue,1830,2.3635762667763784,0.0697433729508322,c
751,2002.0,ford,excellent,6 cylinders,gas,129560.0,automatic,pickup,white,132,2.184279707854928,-0.0470255464700535,c
752,2003.0,ford,good,8 cylinders,gas,149071.0,automatic,pickup,white,1147,2.044887820730203,0.0088315448621162,a
753,2004.0,ford,excellent,6 cylinders,gas,180000.0,automatic,truck,white,214,2.016104111266316,0.1754019752742239,c
754,2004.0,ford,good,8 cylinders,gas,1234.0,automatic,SUV,red,2143,2.183266952229229,0.2436394690650148,c
755,2015.0,ford,excellent,6 cylinders,gas,116000.0,automatic,truck,white,1250,2.268973606871424,0.1530766406815374,a
756,1949.0,ford,good,6 cylinders,gas,5826.0,manual,truck,red,194,0.7776858071506485,0.094194387311022,b
757,2012.0,ford,excellent,4 cylinders,gas,161260.0,automatic,sedan,silver,603,2.319224547536869,0.1736339354170971,c
758,2007.0,ford,good,4 cylinders,gas,102000.0,manual,sedan,blue,149,2.1310433847800594,0.1235752226110337,b
759,2010.0,subaru,good,4 cylinders,gas,110038.0,automatic,SUV,white,1138,2.1882178765239413,-0.1054027693047594,c
760,2005.0,subaru,good,4 cylinders,gas,166844.0,automatic,SUV,silver,214,2.14018656724352,0.2848402097712797,a
761,1995.0,ford,good,8 cylinders,gas,162000.0,automatic,pickup,white,36,1.9400594480056297,-0.1374686644309928,a
762,2006.0,subaru,like new,4 cylinders,gas,16600.0,manual,sedan,blue,262,2.2688476459140343,0.0902291383222819,c
763,2019.0,ford,excellent,4 cylinders,gas,11422.0,automatic,SUV,white,647,2.2946713783121133,0.1250311438879244,b
764,2001.0,ford,excellent,6 cylinders,gas,164106.0,automatic,SUV,black,5134,1.901999496953244,0.0877224273967823,b
765,2000.0,ford,fair,6 cylinders,gas,166000.0,automatic,truck,blue,638,2.0266718011210143,0.0761897394726951,a
766,2011.0,ford,excellent,4 cylinders,gas,161295.0,automatic,sedan,red,935,2.23909904474775,0.1486575129492987,b
767,2011.0,ford,excellent,8 cylinders,gas,132586.0,automatic,sedan,silver,356,2.301605979991268,0.0837481448064499,a
768,2014.0,ford,good,8 cylinders,gas,119878.0,automatic,truck,black,182,2.4921109456599617,0.0063516172919495,b
769,1996.0,ford,fair,8 cylinders,gas,49900.0,automatic,pickup,white,526,2.0773424783604533,0.0491075946416265,b
770,2015.0,ford,good,8 cylinders,gas,142225.0,automatic,truck,white,784,2.2460612774973447,0.1633120858168712,b
771,2017.0,ford,like new,4 cylinders,gas,85216.0,automatic,sedan,white,2105,2.4800566245357163,0.0105440663833257,b
772,2017.0,ford,good,4 cylinders,gas,150028.0,automatic,SUV,blue,689,2.2442411278045657,0.1127146723420354,b
773,2016.0,subaru,excellent,4 cylinders,gas,45170.0,automatic,SUV,silver,791,2.433315555572176,0.0197320069453552,b
774,2007.0,ford,excellent,8 cylinders,gas,114000.0,automatic,truck,blue,560,2.2586651434118976,0.121101635097983,a
775,2007.0,ford,good,8 cylinders,gas,93234.0,automatic,truck,white,2486,2.1781131272812773,0.1409527208743457,b
776,2008.0,ford,fair,4 cylinders,gas,113000.0,automatic,sedan,white,1213,2.2897748600890635,0.1195783900316429,c
777,2018.0,ford,good,8 cylinders,gas,48745.0,automatic,pickup,white,5577,2.414449319376731,0.1095844814335332,a
778,2015.0,ford,excellent,6 cylinders,gas,66835.0,automatic,pickup,blue,3061,2.458263022324787,0.0719061700365911,a
779,2012.0,ford,good,4 cylinders,gas,68882.0,automatic,SUV,silver,405,2.278784972823273,0.0722872329790852,c
780,2013.0,ford,excellent,6 cylinders,gas,87453.0,automatic,SUV,white,2961,2.4773598549879297,0.0228129400866126,c
781,2016.0,subaru,good,4 cylinders,gas,32133.0,automatic,sedan,silver,1069,2.4377006306308666,0.0882288287550827,a
782,2004.0,ford,good,6 cylinders,gas,174000.0,automatic,SUV,blue,228,2.241947419072204,0.0109698874722432,a
783,1989.0,ford,fair,8 cylinders,gas,99500.0,manual,pickup,red,64,1.871204066090468,0.0296176727684885,b
784,1994.0,ford,excellent,8 cylinders,gas,126577.0,automatic,sedan,blue,524,1.7712140638628178,0.0212973710508845,a
785,2005.0,ford,excellent,8 cylinders,gas,137800.0,automatic,SUV,white,349,1.934348228405771,0.0914283091250154,c
786,2008.0,ford,good,6 cylinders,gas,228000.0,automatic,SUV,red,234,2.139481226244874,0.1719896146720784,c
787,2009.0,subaru,like new,4 cylinders,gas,145552.0,automatic,sedan,black,555,2.2951391457500794,0.014219607790427,c
788,2011.0,ford,excellent,4 cylinders,gas,132200.0,automatic,sedan,silver,690,2.3776291901190247,0.0847462909827967,a
789,2006.0,ford,like new,8 cylinders,gas,13000.0,automatic,truck,white,644,2.2588476738610765,0.1145072994867429,b
790,2016.0,ford,excellent,4 cylinders,gas,41615.0,automatic,SUV,silver,2969,2.428887082439175,0.1693637422478312,c
791,2010.0,ford,good,6 cylinders,gas,68000.0,automatic,sedan,white,152,2.240952086185068,0.2412859630999604,b
792,2008.0,ford,good,4 cylinders,gas,162000.0,automatic,sedan,black,362,2.253614730142128,0.2339279480780467,a
793,2006.0,ford,excellent,6 cylinders,gas,157877.0,automatic,SUV,white,1600,2.392924269850632,0.0129974657307134,c
794,2010.0,ford,excellent,8 cylinders,gas,103658.0,automatic,pickup,silver,4763,2.25545344385082,0.0647641527021592,b
795,2011.0,ford,excellent,6 cylinders,gas,125415.0,automatic,SUV,white,4345,2.4071282948023867,-0.0755967550978748,c
796,2003.0,ford,good,8 cylinders,gas,182000.0,automatic,SUV,white,39,1.844312889189197,0.0503344744282453,c
797,2007.0,ford,good,4 cylinders,gas,149.0,automatic,sedan,silver,1434,2.15826532271824,0.06433350591067,b
798,2018.0,ford,excellent,4 cylinders,gas,84040.0,automatic,SUV,black,4223,2.55176778374862,0.2795408616674255,c
799,2015.0,ford,good,8 cylinders,gas,44704.0,automatic,truck,black,1706,2.392742230414026,0.0427434821957102,a
800,2006.0,ford,like new,8 cylinders,gas,200000.0,automatic,truck,white,90,2.2408068725684416,0.0824709082339978,a
801,2009.0,ford,like new,8 cylinders,gas,139681.0,manual,sedan,red,899,2.173488565586504,0.1035501889598251,a
802,2005.0,subaru,excellent,6 cylinders,gas,145000.0,automatic,truck,blue,691,2.0885984132675435,0.1325685320343594,b
803,1999.0,ford,excellent,8 cylinders,gas,109999.0,automatic,pickup,white,740,2.0171872367558947,0.027226751181,b
804,2017.0,ford,excellent,4 cylinders,gas,36618.0,automatic,SUV,white,1322,2.3180759141751404,0.0209727339266627,b
805,2002.0,ford,excellent,6 cylinders,gas,183691.0,manual,pickup,silver,339,2.105296268150944,0.0930806998201161,a
806,2014.0,ford,good,8 cylinders,gas,111005.0,automatic,SUV,white,4137,2.41001404143495,0.1931803357304455,c
807,2019.0,ford,excellent,6 cylinders,gas,12574.0,automatic,truck,white,3399,2.3064025971628124,0.2039687266903126,c
808,2017.0,ford,excellent,8 cylinders,gas,28861.0,automatic,pickup,black,4422,2.5353348692790814,-0.042684678586994,b
809,2005.0,ford,fair,8 cylinders,gas,123000.0,automatic,pickup,black,656,2.1811996979607224,0.0342358894211148,a
810,2018.0,ford,excellent,4 cylinders,gas,113558.0,automatic,SUV,silver,3632,2.451779152423537,0.1178039708652153,b
811,2019.0,ford,good,6 cylinders,gas,3011.0,automatic,pickup,white,4883,2.2860424786225395,0.0954879061684486,c
812,2012.0,ford,good,6 cylinders,gas,123517.0,automatic,truck,red,1907,2.3528088752600564,0.367246507652066,c
813,2014.0,ford,good,8 cylinders,gas,183000.0,automatic,truck,silver,882,2.23308905143285,-0.0486444744938555,a
814,2012.0,ford,excellent,4 cylinders,gas,162693.0,automatic,sedan,silver,1290,2.2949029744073006,0.1277111170247751,a
815,2013.0,ford,excellent,6 cylinders,gas,82000.0,automatic,truck,red,465,2.3603445177604883,0.0228490089413476,a
816,2013.0,ford,excellent,6 cylinders,gas,129000.0,automatic,sedan,black,4794,2.2246767834516623,0.1005044872088115,c
817,2012.0,ford,good,8 cylinders,gas,109498.0,automatic,truck,white,1047,2.263067408478083,0.017459978638518,b
818,2015.0,ford,good,4 cylinders,gas,98000.0,automatic,SUV,white,75,2.3209742194437246,0.1870779144526798,c
819,2013.0,ford,good,4 cylinders,gas,135000.0,automatic,SUV,red,97,2.249373692439892,0.2446361905917121,b
820,2014.0,ford,excellent,6 cylinders,gas,127364.0,automatic,truck,white,647,2.21844702009769,-0.0137282339695915,c
821,2013.0,ford,excellent,4 cylinders,gas,180000.0,automatic,SUV,black,110,2.374826677758832,0.0093748490641161,b
822,2019.0,ford,excellent,4 cylinders,gas,36620.0,automatic,sedan,white,6347,2.549720732705788,0.0761472758878765,a
823,1998.0,ford,good,8 cylinders,gas,171000.0,automatic,pickup,blue,291,1.852524707454673,0.1418054066182908,c
824,2014.0,ford,excellent,6 cylinders,gas,90717.0,automatic,truck,red,2430,2.3979718052511987,-0.0709280311771575,a
825,2010.0,ford,excellent,8 cylinders,gas,141859.0,automatic,truck,white,908,2.31921967998276,0.2181975831937411,c
826,2008.0,ford,good,8 cylinders,gas,83459.0,automatic,truck,white,2699,2.2115315247558307,0.1425788962531535,c
827,2016.0,ford,like new,4 cylinders,gas,34614.0,automatic,SUV,red,2183,2.650285034266916,0.1379442746529831,c
828,2007.0,ford,like new,6 cylinders,gas,111000.0,automatic,sedan,red,918,2.121284646523617,0.1633372900154592,c
829,2010.0,ford,excellent,8 cylinders,gas,127754.0,automatic,SUV,white,3312,2.265683634655641,0.1806284360715681,c
830,2005.0,ford,good,4 cylinders,gas,96000.0,automatic,sedan,black,562,2.138005511403238,0.3414201504521727,b
831,2018.0,ford,good,6 cylinders,gas,53780.0,automatic,truck,white,1273,2.503055490277372,0.0813934577973321,b
832,2012.0,ford,excellent,6 cylinders,gas,102460.0,automatic,sedan,blue,3264,2.53973953469033,0.0321642768337963,c
833,2005.0,ford,good,6 cylinders,gas,198000.0,automatic,SUV,white,2279,2.2727677467230367,0.342645084863403,a
834,1987.0,ford,fair,8 cylinders,gas,52000.0,automatic,sedan,white,395,1.75165332136513,0.1716560417135324,c
835,2004.0,ford,excellent,6 cylinders,gas,146360.0,automatic,SUV,silver,1375,2.143047845050521,0.1512043077977112,a
836,2012.0,ford,good,6 cylinders,gas,42294.0,automatic,SUV,silver,610,2.1958900751012016,0.0439501908403049,b
837,2015.0,ford,good,6 cylinders,gas,123467.0,automatic,pickup,silver,2901,2.3526257204360195,0.0143639194225655,b
838,2013.0,ford,good,4 cylinders,gas,113587.0,automatic,sedan,black,1125,2.339139011948336,0.1895660596082466,c
839,2008.0,ford,good,8 cylinders,gas,68845.0,automatic,truck,white,2695,2.014717273390863,-0.0215991438832387,a
840,2016.0,ford,good,4 cylinders,gas,75428.0,automatic,sedan,black,2569,2.405605863147233,0.05904258711175,a
841,2011.0,ford,excellent,6 cylinders,gas,116854.0,automatic,truck,silver,440,2.088431289470236,0.2041087154516893,c
842,2004.0,subaru,excellent,4 cylinders,gas,116.0,automatic,sedan,silver,431,2.081746258120056,0.0989349522293681,a
843,2000.0,ford,fair,8 cylinders,gas,170000.0,automatic,SUV,white,782,2.178464979313796,0.1464559102256575,b
844,2016.0,ford,like new,8 cylinders,gas,123947.0,automatic,truck,white,1176,2.2158580047010794,0.1743350022674429,c
845,2016.0,ford,excellent,8 cylinders,gas,156000.0,automatic,truck,white,1939,2.436569577660317,0.0475481826363216,c
846,2006.0,ford,good,6 cylinders,gas,216000.0,automatic,SUV,blue,510,2.1708598172090063,0.0796135888226138,c
847,2005.0,ford,fair,6 cylinders,gas,224000.0,automatic,SUV,white,540,2.163154492114073,0.3170144892562601,a
848,2012.0,ford,excellent,6 cylinders,gas,80625.0,automatic,truck,white,1264,2.1686403486405883,0.1319620849681156,b
849,2008.0,ford,good,8 cylinders,gas,83459.0,automatic,truck,white,2699,2.102362621049269,-0.01698877598627,c
850,2014.0,ford,good,6 cylinders,gas,104210.0,automatic,truck,silver,2835,2.218373448150691,0.2415199428024055,b
851,2014.0,ford,good,4 cylinders,gas,81670.0,automatic,sedan,black,653,2.2246358891842783,0.2190861673850028,b
852,2014.0,ford,good,8 cylinders,gas,150000.0,automatic,pickup,white,770,2.250533976596732,0.101524621469124,a
853,2008.0,ford,excellent,6 cylinders,gas,152000.0,automatic,SUV,red,397,2.314078854517169,0.1940115420219441,a
854,2012.0,ford,excellent,6 cylinders,gas,156000.0,automatic,sedan,red,4954,2.287958565706315,0.0986201843693386,b
855,2013.0,ford,excellent,8 cylinders,gas,151163.0,automatic,pickup,white,1562,2.2066617953393384,0.0485731986848516,a
856,2013.0,ford,like new,4 cylinders,gas,117000.0,manual,sedan,blue,455,2.365563961004947,-0.1674345938065942,c
857,2011.0,ford,excellent,6 cylinders,gas,143000.0,automatic,sedan,white,676,2.1346224271897256,0.0130484979565551,b
858,2013.0,ford,good,4 cylinders,gas,124000.0,automatic,SUV,silver,246,2.4262036824529822,0.0396203657576985,a
859,2012.0,ford,excellent,6 cylinders,gas,166010.0,automatic,SUV,silver,4612,2.3590356711093747,0.1582403364330371,a
860,2009.0,ford,excellent,4 cylinders,gas,116000.0,automatic,sedan,red,696,2.0865972023249,0.0003652752194449,a
861,2016.0,ford,like new,4 cylinders,gas,40531.0,automatic,sedan,white,2175,2.4284401996327167,0.1251299417822671,c
862,2014.0,ford,excellent,6 cylinders,gas,104999.0,automatic,pickup,black,4549,2.4567492135819617,-0.0843520393173803,b
863,2011.0,ford,excellent,4 cylinders,gas,64642.0,automatic,SUV,red,365,2.230435269218608,0.0771283056796102,c
864,2000.0,ford,fair,6 cylinders,gas,250000.0,automatic,pickup,black,94,2.076708225110519,-0.0257225992413429,a
865,2009.0,ford,good,4 cylinders,gas,72886.0,automatic,SUV,blue,1917,2.096332228313339,0.1529359137879287,a
866,2015.0,ford,like new,8 cylinders,gas,66059.0,automatic,SUV,blue,2131,2.5899316487694395,0.1667003235030743,a
867,2014.0,ford,good,8 cylinders,gas,100300.0,automatic,pickup,white,377,2.211240308098096,0.2595736533729883,c
868,2011.0,ford,like new,6 cylinders,gas,52069.0,automatic,pickup,white,1425,2.2767248986217905,0.1261811385384505,b
869,2017.0,ford,excellent,4 cylinders,gas,99809.0,automatic,sedan,silver,3980,2.361258541578509,0.1834093021604549,a
870,2006.0,ford,good,6 cylinders,gas,144000.0,automatic,SUV,blue,573,1.9767611504162323,0.1778832810123912,a
871,2008.0,ford,good,4 cylinders,gas,143100.0,automatic,sedan,black,167,2.223986630499672,0.0770293584256333,b
872,2010.0,ford,excellent,6 cylinders,gas,95936.0,automatic,sedan,black,4061,2.2941642137890828,0.2008048748585173,b
873,2017.0,subaru,excellent,4 cylinders,gas,73000.0,automatic,sedan,white,244,2.3548848520867183,0.1570827398336201,a
874,2015.0,subaru,excellent,4 cylinders,gas,78593.0,manual,sedan,blue,882,2.432003081638065,0.0368975981248201,b
875,2018.0,ford,excellent,8 cylinders,gas,65780.0,automatic,pickup,blue,4321,2.6043981572765067,-0.0409130338871934,a
876,2016.0,ford,excellent,6 cylinders,gas,127319.0,automatic,pickup,red,4990,2.2579520251164533,0.1388073362749353,c
877,2008.0,ford,fair,6 cylinders,gas,208200.0,automatic,sedan,black,167,2.1987039531454955,0.1007492018741939,b
878,2017.0,ford,excellent,6 cylinders,gas,112000.0,automatic,SUV,white,370,2.395719830354401,0.1380435118354824,c
879,2008.0,ford,good,8 cylinders,gas,159000.0,automatic,truck,black,354,2.329798097482389,-0.0139734665136134,a
880,2014.0,ford,good,4 cylinders,gas,90091.0,automatic,SUV,white,150,2.4473080835790144,0.0948911591467073,a
881,2009.0,ford,like new,6 cylinders,gas,89000.0,automatic,SUV,black,420,2.163728358178259,0.101824846452022,a
882,2009.0,ford,excellent,6 cylinders,gas,77688.0,automatic,sedan,black,53,2.2169793514652243,0.0477004045205878,b
883,2017.0,ford,like new,6 cylinders,gas,49900.0,automatic,pickup,white,606,2.5781953188019626,-0.149493692241973,b
884,2011.0,subaru,excellent,4 cylinders,gas,72000.0,manual,sedan,white,999,2.13677751957237,0.0404106156126078,b
885,2016.0,ford,excellent,4 cylinders,gas,127912.0,automatic,SUV,white,5747,2.569298889899412,0.0642330471348062,c
886,2012.0,ford,good,6 cylinders,gas,158167.0,automatic,truck,red,2032,2.234823641220326,-0.1652984120646087,a
887,2014.0,ford,excellent,6 cylinders,gas,208750.0,automatic,pickup,silver,4117,2.319897618786891,0.1679348037263087,c
888,2012.0,ford,excellent,6 cylinders,gas,120000.0,automatic,sedan,silver,949,2.3091601734070064,0.2198647067132746,b
889,2004.0,ford,excellent,8 cylinders,gas,158000.0,automatic,pickup,white,129,1.9251843136803728,0.1431928423467691,c
890,2015.0,ford,excellent,4 cylinders,gas,85000.0,automatic,SUV,white,205,2.4216638855431016,0.0729766304264352,a
891,2016.0,ford,like new,6 cylinders,gas,35000.0,automatic,sedan,black,869,2.27583670640622,0.2887166319154947,b
892,2011.0,ford,good,6 cylinders,gas,186554.0,automatic,truck,white,2616,2.079667082106241,0.1118460565626088,b
893,2014.0,ford,excellent,6 cylinders,gas,127364.0,automatic,truck,white,647,2.3051474527228235,0.4253160223160841,b
894,2002.0,ford,excellent,8 cylinders,gas,127000.0,automatic,truck,white,274,2.0613815889716767,0.1077724618887653,a
895,2004.0,ford,good,8 cylinders,gas,236000.0,automatic,SUV,black,322,2.177758287419577,-0.0016707886836328,c
896,2017.0,ford,like new,8 cylinders,gas,99015.0,automatic,truck,silver,643,2.5529603782436783,0.1033173943645068,a
897,2013.0,ford,excellent,6 cylinders,gas,115000.0,automatic,SUV,silver,774,2.1811766797994285,0.1651739655771957,c
898,2003.0,ford,excellent,8 cylinders,gas,100084.0,automatic,pickup,blue,3709,2.1709049060558443,-0.1573398236744372,a
899,2015.0,ford,like new,6 cylinders,gas,68342.0,automatic,truck,red,1176,2.3131489607105897,-0.0073546693453825,c
900,2006.0,ford,good,8 cylinders,gas,143000.0,automatic,truck,black,189,2.1562149137071964,0.0350386660734389,b
901,2004.0,ford,fair,8 cylinders,gas,180506.0,automatic,SUV,white,413,2.0589635566760096,0.1271075695917617,b
902,2012.0,ford,like new,8 cylinders,gas,82000.0,automatic,pickup,silver,423,2.248290023972076,0.0716719435002257,a
903,2017.0,ford,good,6 cylinders,gas,28595.0,automatic,pickup,black,4945,2.3129646298179773,0.1106357741823023,c
904,2009.0,ford,excellent,6 cylinders,gas,125697.0,automatic,SUV,blue,496,2.2300849581166413,0.1214443998084015,c
905,2005.0,ford,good,6 cylinders,gas,253000.0,automatic,pickup,red,386,2.160183185611709,0.1935188892145685,b
906,2018.0,ford,like new,6 cylinders,gas,19040.0,automatic,SUV,silver,295,2.344780204687194,0.211060547815308,b
907,1997.0,ford,excellent,8 cylinders,gas,141000.0,automatic,truck,white,2041,1.8518831533622933,0.0707499407820245,a
908,2007.0,ford,excellent,4 cylinders,gas,110000.0,automatic,sedan,red,378,2.18390751459338,0.1343467973596225,a
909,2016.0,ford,excellent,6 cylinders,gas,60923.0,automatic,sedan,white,20454,2.0817703981439832,0.2502387811034281,a
910,2004.0,ford,excellent,6 cylinders,gas,230000.0,automatic,sedan,silver,636,2.1472663558659644,0.1035657356608454,c
911,2017.0,ford,excellent,6 cylinders,gas,90273.0,automatic,truck,white,4648,2.6197229661391783,-0.0200232090544658,b
912,2007.0,ford,excellent,8 cylinders,gas,75000.0,automatic,truck,white,784,2.2136954406030203,0.1374321248185154,a
913,1994.0,ford,good,6 cylinders,gas,34796.0,automatic,truck,white,461,1.851642273173496,0.2172255671692148,a
914,2014.0,ford,excellent,6 cylinders,gas,160211.0,automatic,pickup,black,153,2.4168075540789866,0.1091418256427799,b
915,2009.0,subaru,excellent,4 cylinders,gas,155385.0,automatic,sedan,white,307,2.0804852615237266,0.18417995113738,a
916,2012.0,ford,good,6 cylinders,gas,112214.0,automatic,truck,white,2012,2.416126776650437,0.0060903943501152,b
917,1994.0,ford,good,6 cylinders,gas,182000.0,automatic,SUV,red,533,1.891725374279276,0.0047960641932099,a
918,2008.0,ford,good,4 cylinders,gas,99400.0,automatic,sedan,blue,138,2.1870386229202934,0.1299830871969323,c
919,2013.0,ford,like new,4 cylinders,gas,72122.0,automatic,SUV,white,4160,2.3133150089995134,0.0402133302765316,a
920,2014.0,ford,excellent,8 cylinders,gas,174381.0,automatic,truck,white,143,2.4037379883446968,0.2579406541933533,a
921,2009.0,ford,excellent,8 cylinders,gas,1.0,automatic,truck,black,1495,2.1635764525714123,0.0451339357019683,a
922,2017.0,ford,excellent,6 cylinders,gas,26155.0,automatic,SUV,blue,3364,2.499533766100209,0.1955009254590376,a
923,2015.0,ford,excellent,6 cylinders,gas,98300.0,automatic,SUV,black,201,2.305585880019543,0.199768996337305,a
924,2018.0,ford,excellent,4 cylinders,gas,69405.0,automatic,sedan,white,2587,2.4362916999916413,0.0516611542385198,a
925,2012.0,ford,good,4 cylinders,gas,36424.0,automatic,sedan,silver,1997,2.120884235758232,0.1472471427825647,a
926,1991.0,ford,good,6 cylinders,gas,119000.0,automatic,truck,red,248,1.6758481488721833,0.1430469063407494,a
927,2005.0,ford,like new,6 cylinders,gas,149000.0,automatic,SUV,silver,322,1.900745021891353,-0.0597830793406536,c
928,2015.0,ford,excellent,6 cylinders,gas,119627.0,automatic,pickup,black,2392,2.408770864242688,0.083735633486299,c
929,2017.0,subaru,excellent,4 cylinders,gas,37000.0,automatic,sedan,silver,816,2.4675811592217767,-0.1080539050751549,c
930,2016.0,ford,excellent,6 cylinders,gas,92322.0,automatic,pickup,red,4594,2.2558658498992936,-0.0793917442757524,b
931,2011.0,ford,good,6 cylinders,gas,126428.0,automatic,truck,black,1317,2.286243561217049,0.0908766295875738,a
932,2018.0,ford,excellent,4 cylinders,gas,18098.0,automatic,SUV,white,1022,2.2818249971127416,0.0714025851386412,b
933,2016.0,ford,good,6 cylinders,gas,153228.0,automatic,truck,white,702,2.400954120470572,0.0820232627862201,b
934,2017.0,ford,excellent,8 cylinders,gas,82219.0,automatic,pickup,white,2350,2.437372639831316,0.0631084042403654,b
935,2013.0,ford,excellent,8 cylinders,gas,173729.0,automatic,SUV,white,615,2.2626402650978568,0.1313747046589888,c
936,2016.0,ford,like new,8 cylinders,gas,100000.0,automatic,truck,white,310,2.321438128899687,0.182603642209672,b
937,2009.0,subaru,like new,4 cylinders,gas,97000.0,automatic,sedan,blue,306,2.14082307002768,0.0311780477754473,b
938,2006.0,ford,excellent,8 cylinders,gas,174000.0,automatic,truck,black,1006,2.332727404768592,0.0139036694873398,c
939,1992.0,ford,good,6 cylinders,gas,157600.0,automatic,truck,blue,760,1.8914439177060327,0.0067287149762468,b
940,2004.0,ford,excellent,8 cylinders,gas,75664.0,automatic,pickup,red,486,2.1637282693154987,0.2254721867940704,c
941,2007.0,ford,good,6 cylinders,gas,178000.0,automatic,SUV,silver,188,2.288854403945808,-0.0723402479722081,b
942,2008.0,ford,good,8 cylinders,gas,107244.0,automatic,truck,white,2720,2.2643406000424733,0.1275168464369965,b
943,2013.0,ford,good,6 cylinders,gas,103427.0,automatic,SUV,blue,368,2.3476055830073985,0.2313774058554926,c
944,2014.0,ford,like new,4 cylinders,gas,62000.0,automatic,SUV,white,782,2.31765530677254,0.0686261565771941,a
945,2014.0,ford,like new,6 cylinders,gas,136675.0,automatic,truck,white,1175,2.2378374811151427,0.1048081348200098,c
946,2000.0,ford,good,8 cylinders,gas,177000.0,automatic,truck,white,58,1.8666637018771783,0.1636380038043862,b
947,2006.0,ford,fair,8 cylinders,gas,193000.0,automatic,truck,white,131,2.0042747949658244,0.136725273760002,b
948,2017.0,ford,good,6 cylinders,gas,26824.0,automatic,pickup,red,5059,2.5016769357906266,0.0771109944415522,a
949,2014.0,ford,excellent,4 cylinders,gas,97153.0,automatic,SUV,white,243,2.3870404722782808,0.1114343336201512,c
950,2008.0,ford,good,8 cylinders,gas,190000.0,automatic,truck,black,194,2.1622556000425006,0.1283336536900383,a
951,2013.0,ford,good,6 cylinders,gas,164640.0,automatic,sedan,black,264,2.214092377261684,0.1088750360902056,c
952,2006.0,ford,fair,6 cylinders,gas,201727.0,automatic,pickup,red,399,2.1012202558057944,0.0306781161419243,b
953,2016.0,ford,excellent,4 cylinders,gas,75855.0,automatic,sedan,silver,188,2.3923534677179354,0.0940695163643094,a
954,2007.0,ford,good,8 cylinders,gas,182949.0,automatic,SUV,black,113,2.1465860923475266,0.0801005043496198,b
955,2015.0,ford,good,4 cylinders,gas,58890.0,automatic,sedan,black,652,2.334719860834581,-0.0187674681488821,a
956,2008.0,ford,excellent,4 cylinders,gas,119000.0,automatic,sedan,white,2321,2.13180838291948,0.1412611805599012,c
957,1999.0,ford,fair,6 cylinders,gas,243013.0,manual,pickup,white,527,1.844658804374789,-0.0065745489942828,b
958,2017.0,ford,good,6 cylinders,gas,39900.0,automatic,sedan,red,6042,2.579771462441774,0.2741243401965986,b
959,2015.0,ford,like new,6 cylinders,gas,68342.0,automatic,truck,red,1176,2.290216786602058,-0.0421068740323762,a
960,2013.0,ford,excellent,6 cylinders,gas,152676.0,automatic,SUV,black,756,2.152279526085062,0.1725987586583308,b
961,2017.0,ford,good,8 cylinders,gas,173732.0,automatic,pickup,white,808,2.371431008681129,0.0882558263934989,a
962,2007.0,ford,excellent,6 cylinders,gas,91714.0,automatic,sedan,silver,3610,2.210936564454791,0.1436032258658866,a
963,2010.0,ford,good,8 cylinders,gas,133000.0,automatic,truck,black,3026,2.2421336387801314,0.0451860212924618,a
964,2017.0,subaru,excellent,4 cylinders,gas,86098.0,automatic,sedan,white,463,2.3496368912024104,-0.0353259747646123,b
965,2016.0,ford,like new,8 cylinders,gas,43882.0,automatic,truck,red,1176,2.4434354358990102,0.1176997649329078,a
966,2003.0,ford,fair,8 cylinders,gas,180000.0,automatic,pickup,silver,95,2.1441427685198984,0.1732265532529647,c
